,0,1,2,3,4,5,6,7,8
28289,31566,TY,B1,TX,B2,0,explicit_train,0,O_2
28290,31567,TY,B1,TX,B3,0,explicit_train,0,O_2
28291,31568,TY,B1,TX,B4,0,explicit_train,0,O_2
28292,31570,TY,B1,TX,C1,0,explicit_train,0,O_2
28293,31571,TY,B1,TX,C2,0,explicit_train,0,O_2
28294,31572,TY,B1,TX,C3,0,explicit_train,0,O_2
28295,31573,TY,B1,TX,C4,0,explicit_train,0,O_2
28296,31575,TY,B1,B1,A1,0,0,0,O_0
28297,31576,TY,B1,B1,A2,0,0,0,O_0
28298,31577,TY,B1,B1,A3,0,0,0,O_0
28299,31578,TY,B1,B1,A4,0,0,0,O_0
28300,31579,TY,B1,B1,TX,0,0,explicit_train,O_3
28301,31580,TY,B1,B1,B1,0,0,0,O_0
28302,31581,TY,B1,B1,B2,0,0,0,O_0
28303,31582,TY,B1,B1,B3,0,0,0,O_0
28304,31583,TY,B1,B1,B4,0,0,0,O_0
28305,31584,TY,B1,B1,TY,0,0,explicit_train,O_3
28306,31585,TY,B1,B1,C1,0,0,0,O_0
28307,31586,TY,B1,B1,C2,0,0,0,O_0
28308,31587,TY,B1,B1,C3,0,0,0,O_0
28309,31588,TY,B1,B1,C4,0,0,0,O_0
28310,31589,TY,B1,B1,TZ,0,0,explicit_train,O_3
28311,31590,TY,B1,B2,A1,0,0,0,O_0
28312,31591,TY,B1,B2,A2,0,0,0,O_0
28313,31592,TY,B1,B2,A3,0,0,0,O_0
28314,31593,TY,B1,B2,A4,0,0,0,O_0
28315,31594,TY,B1,B2,TX,0,0,explicit_train,O_3
28316,31595,TY,B1,B2,B1,0,0,0,O_0
28317,31596,TY,B1,B2,B2,0,0,0,O_0
28318,31597,TY,B1,B2,B3,0,0,0,O_0
28319,31598,TY,B1,B2,B4,0,0,0,O_0
28320,31599,TY,B1,B2,TY,0,0,explicit_train,O_3
28321,31600,TY,B1,B2,C1,0,0,0,O_0
28322,31601,TY,B1,B2,C2,0,0,0,O_0
28323,31602,TY,B1,B2,C3,0,0,0,O_0
28324,31603,TY,B1,B2,C4,0,0,0,O_0
28325,31604,TY,B1,B2,TZ,0,0,explicit_train,O_3
28326,31605,TY,B1,B3,A1,0,0,0,O_0
28327,31606,TY,B1,B3,A2,0,0,0,O_0
28328,31607,TY,B1,B3,A3,0,0,0,O_0
28329,31608,TY,B1,B3,A4,0,0,0,O_0
28330,31609,TY,B1,B3,TX,0,0,explicit_train,O_3
28331,31610,TY,B1,B3,B1,0,0,0,O_0
28332,31611,TY,B1,B3,B2,0,0,0,O_0
28333,31612,TY,B1,B3,B3,0,0,0,O_0
28334,31613,TY,B1,B3,B4,0,0,0,O_0
28335,31614,TY,B1,B3,TY,0,0,explicit_train,O_3
28336,31615,TY,B1,B3,C1,0,0,0,O_0
28337,31616,TY,B1,B3,C2,0,0,0,O_0
28338,31617,TY,B1,B3,C3,0,0,0,O_0
28339,31618,TY,B1,B3,C4,0,0,0,O_0
28340,31619,TY,B1,B3,TZ,0,0,explicit_train,O_3
28341,31620,TY,B1,B4,A1,0,0,0,O_0
28342,31621,TY,B1,B4,A2,0,0,0,O_0
28343,31622,TY,B1,B4,A3,0,0,0,O_0
28344,31623,TY,B1,B4,A4,0,0,0,O_0
28345,31624,TY,B1,B4,TX,0,0,explicit_train,O_3
28346,31625,TY,B1,B4,B1,0,0,0,O_0
28347,31626,TY,B1,B4,B2,0,0,0,O_0
28348,31627,TY,B1,B4,B3,0,0,0,O_0
28349,31628,TY,B1,B4,B4,0,0,0,O_0
28350,31629,TY,B1,B4,TY,0,0,explicit_train,O_3
28351,31630,TY,B1,B4,C1,0,0,0,O_0
28352,31631,TY,B1,B4,C2,0,0,0,O_0
28353,31632,TY,B1,B4,C3,0,0,0,O_0
28354,31633,TY,B1,B4,C4,0,0,0,O_0
28355,31634,TY,B1,B4,TZ,0,0,explicit_train,O_3
28356,31635,TY,B1,TY,A1,0,explicit_train,0,O_2
28357,31636,TY,B1,TY,A2,0,explicit_train,0,O_2
28358,31637,TY,B1,TY,A3,0,explicit_train,0,O_2
28359,31638,TY,B1,TY,A4,0,explicit_train,0,O_2
28360,31640,TY,B1,TY,B1,0,explicit_train,0,O_2
28361,31641,TY,B1,TY,B2,0,explicit_train,0,O_2
28362,31642,TY,B1,TY,B3,0,explicit_train,0,O_2
28363,31643,TY,B1,TY,B4,0,explicit_train,0,O_2
28364,31645,TY,B1,TY,C1,0,explicit_train,0,O_2
28365,31646,TY,B1,TY,C2,0,explicit_train,0,O_2
28366,31647,TY,B1,TY,C3,0,explicit_train,0,O_2
28367,31648,TY,B1,TY,C4,0,explicit_train,0,O_2
28368,31650,TY,B1,C1,A1,0,0,0,O_0
28369,31651,TY,B1,C1,A2,0,0,0,O_0
28370,31652,TY,B1,C1,A3,0,0,0,O_0
28371,31653,TY,B1,C1,A4,0,0,0,O_0
28372,31654,TY,B1,C1,TX,0,0,explicit_train,O_3
28373,31655,TY,B1,C1,B1,0,0,0,O_0
28374,31656,TY,B1,C1,B2,0,0,0,O_0
28375,31657,TY,B1,C1,B3,0,0,0,O_0
28376,31658,TY,B1,C1,B4,0,0,0,O_0
28377,31659,TY,B1,C1,TY,0,0,explicit_train,O_3
28378,31660,TY,B1,C1,C1,0,0,0,O_0
28379,31661,TY,B1,C1,C2,0,0,0,O_0
28380,31662,TY,B1,C1,C3,0,0,0,O_0
28381,31663,TY,B1,C1,C4,0,0,0,O_0
28382,31664,TY,B1,C1,TZ,0,0,explicit_train,O_3
28383,31665,TY,B1,C2,A1,0,0,0,O_0
28384,31666,TY,B1,C2,A2,0,0,0,O_0
28385,31667,TY,B1,C2,A3,0,0,0,O_0
28386,31668,TY,B1,C2,A4,0,0,0,O_0
28387,31669,TY,B1,C2,TX,0,0,explicit_train,O_3
28388,31670,TY,B1,C2,B1,0,0,0,O_0
28389,31671,TY,B1,C2,B2,0,0,0,O_0
28390,31672,TY,B1,C2,B3,0,0,0,O_0
28391,31673,TY,B1,C2,B4,0,0,0,O_0
28392,31674,TY,B1,C2,TY,0,0,explicit_train,O_3
28393,31675,TY,B1,C2,C1,0,0,0,O_0
28394,31676,TY,B1,C2,C2,0,0,0,O_0
28395,31677,TY,B1,C2,C3,0,0,0,O_0
28396,31678,TY,B1,C2,C4,0,0,0,O_0
28397,31679,TY,B1,C2,TZ,0,0,explicit_train,O_3
28398,31680,TY,B1,C3,A1,0,0,0,O_0
28399,31681,TY,B1,C3,A2,0,0,0,O_0
28400,31682,TY,B1,C3,A3,0,0,0,O_0
28401,31683,TY,B1,C3,A4,0,0,0,O_0
28402,31684,TY,B1,C3,TX,0,0,explicit_train,O_3
28403,31685,TY,B1,C3,B1,0,0,0,O_0
28404,31686,TY,B1,C3,B2,0,0,0,O_0
28405,31687,TY,B1,C3,B3,0,0,0,O_0
28406,31688,TY,B1,C3,B4,0,0,0,O_0
28407,31689,TY,B1,C3,TY,0,0,explicit_train,O_3
28408,31690,TY,B1,C3,C1,0,0,0,O_0
28409,31691,TY,B1,C3,C2,0,0,0,O_0
28410,31692,TY,B1,C3,C3,0,0,0,O_0
28411,31693,TY,B1,C3,C4,0,0,0,O_0
28412,31694,TY,B1,C3,TZ,0,0,explicit_train,O_3
28413,31695,TY,B1,C4,A1,0,0,0,O_0
28414,31696,TY,B1,C4,A2,0,0,0,O_0
28415,31697,TY,B1,C4,A3,0,0,0,O_0
28416,31698,TY,B1,C4,A4,0,0,0,O_0
28417,31699,TY,B1,C4,TX,0,0,explicit_train,O_3
28418,31700,TY,B1,C4,B1,0,0,0,O_0
28419,31701,TY,B1,C4,B2,0,0,0,O_0
28420,31702,TY,B1,C4,B3,0,0,0,O_0
28421,31703,TY,B1,C4,B4,0,0,0,O_0
28422,31704,TY,B1,C4,TY,0,0,explicit_train,O_3
28423,31705,TY,B1,C4,C1,0,0,0,O_0
28424,31706,TY,B1,C4,C2,0,0,0,O_0
28425,31707,TY,B1,C4,C3,0,0,0,O_0
28426,31708,TY,B1,C4,C4,0,0,0,O_0
28427,31709,TY,B1,C4,TZ,0,0,explicit_train,O_3
28428,31710,TY,B1,TZ,A1,0,explicit_train,0,O_2
28429,31711,TY,B1,TZ,A2,0,explicit_train,0,O_2
28430,31712,TY,B1,TZ,A3,0,explicit_train,0,O_2
28431,31713,TY,B1,TZ,A4,0,explicit_train,0,O_2
28432,31715,TY,B1,TZ,B1,0,explicit_train,0,O_2
28433,31716,TY,B1,TZ,B2,0,explicit_train,0,O_2
28434,31717,TY,B1,TZ,B3,0,explicit_train,0,O_2
28435,31718,TY,B1,TZ,B4,0,explicit_train,0,O_2
28436,31720,TY,B1,TZ,C1,0,explicit_train,0,O_2
28437,31721,TY,B1,TZ,C2,0,explicit_train,0,O_2
28438,31722,TY,B1,TZ,C3,0,explicit_train,0,O_2
28439,31723,TY,B1,TZ,C4,0,explicit_train,0,O_2
28440,31725,TY,B2,A1,A1,0,0,0,O_0
28441,31726,TY,B2,A1,A2,0,0,0,O_0
28442,31727,TY,B2,A1,A3,0,0,0,O_0
28443,31728,TY,B2,A1,A4,0,0,0,O_0
28444,31729,TY,B2,A1,TX,0,0,explicit_train,O_3
28445,31730,TY,B2,A1,B1,0,0,0,O_0
28446,31731,TY,B2,A1,B2,0,0,0,O_0
28447,31732,TY,B2,A1,B3,0,0,0,O_0
28448,31733,TY,B2,A1,B4,0,0,0,O_0
28449,31734,TY,B2,A1,TY,0,0,explicit_train,O_3
28450,31735,TY,B2,A1,C1,0,0,0,O_0
28451,31736,TY,B2,A1,C2,0,0,0,O_0
28452,31737,TY,B2,A1,C3,0,0,0,O_0
28453,31738,TY,B2,A1,C4,0,0,0,O_0
28454,31739,TY,B2,A1,TZ,0,0,explicit_train,O_3
28455,31740,TY,B2,A2,A1,0,0,0,O_0
28456,31741,TY,B2,A2,A2,0,0,0,O_0
28457,31742,TY,B2,A2,A3,0,0,0,O_0
28458,31743,TY,B2,A2,A4,0,0,0,O_0
28459,31744,TY,B2,A2,TX,0,0,explicit_train,O_3
28460,31745,TY,B2,A2,B1,0,0,0,O_0
28461,31746,TY,B2,A2,B2,0,0,0,O_0
28462,31747,TY,B2,A2,B3,0,0,0,O_0
28463,31748,TY,B2,A2,B4,0,0,0,O_0
28464,31749,TY,B2,A2,TY,0,0,explicit_train,O_3
28465,31750,TY,B2,A2,C1,0,0,0,O_0
28466,31751,TY,B2,A2,C2,0,0,0,O_0
28467,31752,TY,B2,A2,C3,0,0,0,O_0
28468,31753,TY,B2,A2,C4,0,0,0,O_0
28469,31754,TY,B2,A2,TZ,0,0,explicit_train,O_3
28470,31755,TY,B2,A3,A1,0,0,0,O_0
28471,31756,TY,B2,A3,A2,0,0,0,O_0
28472,31757,TY,B2,A3,A3,0,0,0,O_0
28473,31758,TY,B2,A3,A4,0,0,0,O_0
28474,31759,TY,B2,A3,TX,0,0,explicit_train,O_3
28475,31760,TY,B2,A3,B1,0,0,0,O_0
28476,31761,TY,B2,A3,B2,0,0,0,O_0
28477,31762,TY,B2,A3,B3,0,0,0,O_0
28478,31763,TY,B2,A3,B4,0,0,0,O_0
28479,31764,TY,B2,A3,TY,0,0,explicit_train,O_3
28480,31765,TY,B2,A3,C1,0,0,0,O_0
28481,31766,TY,B2,A3,C2,0,0,0,O_0
28482,31767,TY,B2,A3,C3,0,0,0,O_0
28483,31768,TY,B2,A3,C4,0,0,0,O_0
28484,31769,TY,B2,A3,TZ,0,0,explicit_train,O_3
28485,31770,TY,B2,A4,A1,0,0,0,O_0
28486,31771,TY,B2,A4,A2,0,0,0,O_0
28487,31772,TY,B2,A4,A3,0,0,0,O_0
28488,31773,TY,B2,A4,A4,0,0,0,O_0
28489,31774,TY,B2,A4,TX,0,0,explicit_train,O_3
28490,31775,TY,B2,A4,B1,0,0,0,O_0
28491,31776,TY,B2,A4,B2,0,0,0,O_0
28492,31777,TY,B2,A4,B3,0,0,0,O_0
28493,31778,TY,B2,A4,B4,0,0,0,O_0
28494,31779,TY,B2,A4,TY,0,0,explicit_train,O_3
28495,31780,TY,B2,A4,C1,0,0,0,O_0
28496,31781,TY,B2,A4,C2,0,0,0,O_0
28497,31782,TY,B2,A4,C3,0,0,0,O_0
28498,31783,TY,B2,A4,C4,0,0,0,O_0
28499,31784,TY,B2,A4,TZ,0,0,explicit_train,O_3
28500,31785,TY,B2,TX,A1,0,explicit_train,0,O_2
28501,31786,TY,B2,TX,A2,0,explicit_train,0,O_2
28502,31787,TY,B2,TX,A3,0,explicit_train,0,O_2
28503,31788,TY,B2,TX,A4,0,explicit_train,0,O_2
28504,31790,TY,B2,TX,B1,0,explicit_train,0,O_2
28505,31791,TY,B2,TX,B2,0,explicit_train,0,O_2
28506,31792,TY,B2,TX,B3,0,explicit_train,0,O_2
28507,31793,TY,B2,TX,B4,0,explicit_train,0,O_2
28508,31795,TY,B2,TX,C1,0,explicit_train,0,O_2
28509,31796,TY,B2,TX,C2,0,explicit_train,0,O_2
28510,31797,TY,B2,TX,C3,0,explicit_train,0,O_2
28511,31798,TY,B2,TX,C4,0,explicit_train,0,O_2
28512,31800,TY,B2,B1,A1,0,0,0,O_0
28513,31801,TY,B2,B1,A2,0,0,0,O_0
28514,31802,TY,B2,B1,A3,0,0,0,O_0
28515,31803,TY,B2,B1,A4,0,0,0,O_0
28516,31804,TY,B2,B1,TX,0,0,explicit_train,O_3
28517,31805,TY,B2,B1,B1,0,0,0,O_0
28518,31806,TY,B2,B1,B2,0,0,0,O_0
28519,31807,TY,B2,B1,B3,0,0,0,O_0
28520,31808,TY,B2,B1,B4,0,0,0,O_0
28521,31809,TY,B2,B1,TY,0,0,explicit_train,O_3
28522,31810,TY,B2,B1,C1,0,0,0,O_0
28523,31811,TY,B2,B1,C2,0,0,0,O_0
28524,31812,TY,B2,B1,C3,0,0,0,O_0
28525,31813,TY,B2,B1,C4,0,0,0,O_0
28526,31814,TY,B2,B1,TZ,0,0,explicit_train,O_3
28527,31815,TY,B2,B2,A1,0,0,0,O_0
28528,31816,TY,B2,B2,A2,0,0,0,O_0
28529,31817,TY,B2,B2,A3,0,0,0,O_0
28530,31818,TY,B2,B2,A4,0,0,0,O_0
28531,31819,TY,B2,B2,TX,0,0,explicit_train,O_3
28532,31820,TY,B2,B2,B1,0,0,0,O_0
28533,31821,TY,B2,B2,B2,0,0,0,O_0
28534,31822,TY,B2,B2,B3,0,0,0,O_0
28535,31823,TY,B2,B2,B4,0,0,0,O_0
28536,31824,TY,B2,B2,TY,0,0,explicit_train,O_3
28537,31825,TY,B2,B2,C1,0,0,0,O_0
28538,31826,TY,B2,B2,C2,0,0,0,O_0
28539,31827,TY,B2,B2,C3,0,0,0,O_0
28540,31828,TY,B2,B2,C4,0,0,0,O_0
28541,31829,TY,B2,B2,TZ,0,0,explicit_train,O_3
28542,31830,TY,B2,B3,A1,0,0,0,O_0
28543,31831,TY,B2,B3,A2,0,0,0,O_0
28544,31832,TY,B2,B3,A3,0,0,0,O_0
28545,31833,TY,B2,B3,A4,0,0,0,O_0
28546,31834,TY,B2,B3,TX,0,0,explicit_train,O_3
28547,31835,TY,B2,B3,B1,0,0,0,O_0
28548,31836,TY,B2,B3,B2,0,0,0,O_0
28549,31837,TY,B2,B3,B3,0,0,0,O_0
28550,31838,TY,B2,B3,B4,0,0,0,O_0
28551,31839,TY,B2,B3,TY,0,0,explicit_train,O_3
28552,31840,TY,B2,B3,C1,0,0,0,O_0
28553,31841,TY,B2,B3,C2,0,0,0,O_0
28554,31842,TY,B2,B3,C3,0,0,0,O_0
28555,31843,TY,B2,B3,C4,0,0,0,O_0
28556,31844,TY,B2,B3,TZ,0,0,explicit_train,O_3
28557,31845,TY,B2,B4,A1,0,0,0,O_0
28558,31846,TY,B2,B4,A2,0,0,0,O_0
28559,31847,TY,B2,B4,A3,0,0,0,O_0
28560,31848,TY,B2,B4,A4,0,0,0,O_0
28561,31849,TY,B2,B4,TX,0,0,explicit_train,O_3
28562,31850,TY,B2,B4,B1,0,0,0,O_0
28563,31851,TY,B2,B4,B2,0,0,0,O_0
28564,31852,TY,B2,B4,B3,0,0,0,O_0
28565,31853,TY,B2,B4,B4,0,0,0,O_0
28566,31854,TY,B2,B4,TY,0,0,explicit_train,O_3
28567,31855,TY,B2,B4,C1,0,0,0,O_0
28568,31856,TY,B2,B4,C2,0,0,0,O_0
28569,31857,TY,B2,B4,C3,0,0,0,O_0
28570,31858,TY,B2,B4,C4,0,0,0,O_0
28571,31859,TY,B2,B4,TZ,0,0,explicit_train,O_3
28572,31860,TY,B2,TY,A1,0,explicit_train,0,O_2
28573,31861,TY,B2,TY,A2,0,explicit_train,0,O_2
28574,31862,TY,B2,TY,A3,0,explicit_train,0,O_2
28575,31863,TY,B2,TY,A4,0,explicit_train,0,O_2
28576,31865,TY,B2,TY,B1,0,explicit_train,0,O_2
28577,31866,TY,B2,TY,B2,0,explicit_train,0,O_2
28578,31867,TY,B2,TY,B3,0,explicit_train,0,O_2
28579,31868,TY,B2,TY,B4,0,explicit_train,0,O_2
28580,31870,TY,B2,TY,C1,0,explicit_train,0,O_2
28581,31871,TY,B2,TY,C2,0,explicit_train,0,O_2
28582,31872,TY,B2,TY,C3,0,explicit_train,0,O_2
28583,31873,TY,B2,TY,C4,0,explicit_train,0,O_2
28584,31875,TY,B2,C1,A1,0,0,0,O_0
28585,31876,TY,B2,C1,A2,0,0,0,O_0
28586,31877,TY,B2,C1,A3,0,0,0,O_0
28587,31878,TY,B2,C1,A4,0,0,0,O_0
28588,31879,TY,B2,C1,TX,0,0,explicit_train,O_3
28589,31880,TY,B2,C1,B1,0,0,0,O_0
28590,31881,TY,B2,C1,B2,0,0,0,O_0
28591,31882,TY,B2,C1,B3,0,0,0,O_0
28592,31883,TY,B2,C1,B4,0,0,0,O_0
28593,31884,TY,B2,C1,TY,0,0,explicit_train,O_3
28594,31885,TY,B2,C1,C1,0,0,0,O_0
28595,31886,TY,B2,C1,C2,0,0,0,O_0
28596,31887,TY,B2,C1,C3,0,0,0,O_0
28597,31888,TY,B2,C1,C4,0,0,0,O_0
28598,31889,TY,B2,C1,TZ,0,0,explicit_train,O_3
28599,31890,TY,B2,C2,A1,0,0,0,O_0
28600,31891,TY,B2,C2,A2,0,0,0,O_0
28601,31892,TY,B2,C2,A3,0,0,0,O_0
28602,31893,TY,B2,C2,A4,0,0,0,O_0
28603,31894,TY,B2,C2,TX,0,0,explicit_train,O_3
28604,31895,TY,B2,C2,B1,0,0,0,O_0
28605,31896,TY,B2,C2,B2,0,0,0,O_0
28606,31897,TY,B2,C2,B3,0,0,0,O_0
28607,31898,TY,B2,C2,B4,0,0,0,O_0
28608,31899,TY,B2,C2,TY,0,0,explicit_train,O_3
28609,31900,TY,B2,C2,C1,0,0,0,O_0
28610,31901,TY,B2,C2,C2,0,0,0,O_0
28611,31902,TY,B2,C2,C3,0,0,0,O_0
28612,31903,TY,B2,C2,C4,0,0,0,O_0
28613,31904,TY,B2,C2,TZ,0,0,explicit_train,O_3
28614,31905,TY,B2,C3,A1,0,0,0,O_0
28615,31906,TY,B2,C3,A2,0,0,0,O_0
28616,31907,TY,B2,C3,A3,0,0,0,O_0
28617,31908,TY,B2,C3,A4,0,0,0,O_0
28618,31909,TY,B2,C3,TX,0,0,explicit_train,O_3
28619,31910,TY,B2,C3,B1,0,0,0,O_0
28620,31911,TY,B2,C3,B2,0,0,0,O_0
28621,31912,TY,B2,C3,B3,0,0,0,O_0
28622,31913,TY,B2,C3,B4,0,0,0,O_0
28623,31914,TY,B2,C3,TY,0,0,explicit_train,O_3
28624,31915,TY,B2,C3,C1,0,0,0,O_0
28625,31916,TY,B2,C3,C2,0,0,0,O_0
28626,31917,TY,B2,C3,C3,0,0,0,O_0
28627,31918,TY,B2,C3,C4,0,0,0,O_0
28628,31919,TY,B2,C3,TZ,0,0,explicit_train,O_3
28629,31920,TY,B2,C4,A1,0,0,0,O_0
28630,31921,TY,B2,C4,A2,0,0,0,O_0
28631,31922,TY,B2,C4,A3,0,0,0,O_0
28632,31923,TY,B2,C4,A4,0,0,0,O_0
28633,31924,TY,B2,C4,TX,0,0,explicit_train,O_3
28634,31925,TY,B2,C4,B1,0,0,0,O_0
28635,31926,TY,B2,C4,B2,0,0,0,O_0
28636,31927,TY,B2,C4,B3,0,0,0,O_0
28637,31928,TY,B2,C4,B4,0,0,0,O_0
28638,31929,TY,B2,C4,TY,0,0,explicit_train,O_3
28639,31930,TY,B2,C4,C1,0,0,0,O_0
28640,31931,TY,B2,C4,C2,0,0,0,O_0
28641,31932,TY,B2,C4,C3,0,0,0,O_0
28642,31933,TY,B2,C4,C4,0,0,0,O_0
28643,31934,TY,B2,C4,TZ,0,0,explicit_train,O_3
28644,31935,TY,B2,TZ,A1,0,explicit_train,0,O_2
28645,31936,TY,B2,TZ,A2,0,explicit_train,0,O_2
28646,31937,TY,B2,TZ,A3,0,explicit_train,0,O_2
28647,31938,TY,B2,TZ,A4,0,explicit_train,0,O_2
28648,31940,TY,B2,TZ,B1,0,explicit_train,0,O_2
28649,31941,TY,B2,TZ,B2,0,explicit_train,0,O_2
28650,31942,TY,B2,TZ,B3,0,explicit_train,0,O_2
28651,31943,TY,B2,TZ,B4,0,explicit_train,0,O_2
28652,31945,TY,B2,TZ,C1,0,explicit_train,0,O_2
28653,31946,TY,B2,TZ,C2,0,explicit_train,0,O_2
28654,31947,TY,B2,TZ,C3,0,explicit_train,0,O_2
28655,31948,TY,B2,TZ,C4,0,explicit_train,0,O_2
28656,31950,TY,B3,A1,A1,0,0,0,O_0
28657,31951,TY,B3,A1,A2,0,0,0,O_0
28658,31952,TY,B3,A1,A3,0,0,0,O_0
28659,31953,TY,B3,A1,A4,0,0,0,O_0
28660,31954,TY,B3,A1,TX,0,0,explicit_train,O_3
28661,31955,TY,B3,A1,B1,0,0,0,O_0
28662,31956,TY,B3,A1,B2,0,0,0,O_0
28663,31957,TY,B3,A1,B3,0,0,0,O_0
28664,31958,TY,B3,A1,B4,0,0,0,O_0
28665,31959,TY,B3,A1,TY,0,0,explicit_train,O_3
28666,31960,TY,B3,A1,C1,0,0,0,O_0
28667,31961,TY,B3,A1,C2,0,0,0,O_0
28668,31962,TY,B3,A1,C3,0,0,0,O_0
28669,31963,TY,B3,A1,C4,0,0,0,O_0
28670,31964,TY,B3,A1,TZ,0,0,explicit_train,O_3
28671,31965,TY,B3,A2,A1,0,0,0,O_0
28672,31966,TY,B3,A2,A2,0,0,0,O_0
28673,31967,TY,B3,A2,A3,0,0,0,O_0
28674,31968,TY,B3,A2,A4,0,0,0,O_0
28675,31969,TY,B3,A2,TX,0,0,explicit_train,O_3
28676,31970,TY,B3,A2,B1,0,0,0,O_0
28677,31971,TY,B3,A2,B2,0,0,0,O_0
28678,31972,TY,B3,A2,B3,0,0,0,O_0
28679,31973,TY,B3,A2,B4,0,0,0,O_0
28680,31974,TY,B3,A2,TY,0,0,explicit_train,O_3
28681,31975,TY,B3,A2,C1,0,0,0,O_0
28682,31976,TY,B3,A2,C2,0,0,0,O_0
28683,31977,TY,B3,A2,C3,0,0,0,O_0
28684,31978,TY,B3,A2,C4,0,0,0,O_0
28685,31979,TY,B3,A2,TZ,0,0,explicit_train,O_3
28686,31980,TY,B3,A3,A1,0,0,0,O_0
28687,31981,TY,B3,A3,A2,0,0,0,O_0
28688,31982,TY,B3,A3,A3,0,0,0,O_0
28689,31983,TY,B3,A3,A4,0,0,0,O_0
28690,31984,TY,B3,A3,TX,0,0,explicit_train,O_3
28691,31985,TY,B3,A3,B1,0,0,0,O_0
28692,31986,TY,B3,A3,B2,0,0,0,O_0
28693,31987,TY,B3,A3,B3,0,0,0,O_0
28694,31988,TY,B3,A3,B4,0,0,0,O_0
28695,31989,TY,B3,A3,TY,0,0,explicit_train,O_3
28696,31990,TY,B3,A3,C1,0,0,0,O_0
28697,31991,TY,B3,A3,C2,0,0,0,O_0
28698,31992,TY,B3,A3,C3,0,0,0,O_0
28699,31993,TY,B3,A3,C4,0,0,0,O_0
28700,31994,TY,B3,A3,TZ,0,0,explicit_train,O_3
28701,31995,TY,B3,A4,A1,0,0,0,O_0
28702,31996,TY,B3,A4,A2,0,0,0,O_0
28703,31997,TY,B3,A4,A3,0,0,0,O_0
28704,31998,TY,B3,A4,A4,0,0,0,O_0
28705,31999,TY,B3,A4,TX,0,0,explicit_train,O_3
28706,32000,TY,B3,A4,B1,0,0,0,O_0
28707,32001,TY,B3,A4,B2,0,0,0,O_0
28708,32002,TY,B3,A4,B3,0,0,0,O_0
28709,32003,TY,B3,A4,B4,0,0,0,O_0
28710,32004,TY,B3,A4,TY,0,0,explicit_train,O_3
28711,32005,TY,B3,A4,C1,0,0,0,O_0
28712,32006,TY,B3,A4,C2,0,0,0,O_0
28713,32007,TY,B3,A4,C3,0,0,0,O_0
28714,32008,TY,B3,A4,C4,0,0,0,O_0
28715,32009,TY,B3,A4,TZ,0,0,explicit_train,O_3
28716,32010,TY,B3,TX,A1,0,explicit_train,0,O_2
28717,32011,TY,B3,TX,A2,0,explicit_train,0,O_2
28718,32012,TY,B3,TX,A3,0,explicit_train,0,O_2
28719,32013,TY,B3,TX,A4,0,explicit_train,0,O_2
28720,32015,TY,B3,TX,B1,0,explicit_train,0,O_2
28721,32016,TY,B3,TX,B2,0,explicit_train,0,O_2
28722,32017,TY,B3,TX,B3,0,explicit_train,0,O_2
28723,32018,TY,B3,TX,B4,0,explicit_train,0,O_2
28724,32020,TY,B3,TX,C1,0,explicit_train,0,O_2
28725,32021,TY,B3,TX,C2,0,explicit_train,0,O_2
28726,32022,TY,B3,TX,C3,0,explicit_train,0,O_2
28727,32023,TY,B3,TX,C4,0,explicit_train,0,O_2
28728,32025,TY,B3,B1,A1,0,0,0,O_0
28729,32026,TY,B3,B1,A2,0,0,0,O_0
28730,32027,TY,B3,B1,A3,0,0,0,O_0
28731,32028,TY,B3,B1,A4,0,0,0,O_0
28732,32029,TY,B3,B1,TX,0,0,explicit_train,O_3
28733,32030,TY,B3,B1,B1,0,0,0,O_0
28734,32031,TY,B3,B1,B2,0,0,0,O_0
28735,32032,TY,B3,B1,B3,0,0,0,O_0
28736,32033,TY,B3,B1,B4,0,0,0,O_0
28737,32034,TY,B3,B1,TY,0,0,explicit_train,O_3
28738,32035,TY,B3,B1,C1,0,0,0,O_0
28739,32036,TY,B3,B1,C2,0,0,0,O_0
28740,32037,TY,B3,B1,C3,0,0,0,O_0
28741,32038,TY,B3,B1,C4,0,0,0,O_0
28742,32039,TY,B3,B1,TZ,0,0,explicit_train,O_3
28743,32040,TY,B3,B2,A1,0,0,0,O_0
28744,32041,TY,B3,B2,A2,0,0,0,O_0
28745,32042,TY,B3,B2,A3,0,0,0,O_0
28746,32043,TY,B3,B2,A4,0,0,0,O_0
28747,32044,TY,B3,B2,TX,0,0,explicit_train,O_3
28748,32045,TY,B3,B2,B1,0,0,0,O_0
28749,32046,TY,B3,B2,B2,0,0,0,O_0
28750,32047,TY,B3,B2,B3,0,0,0,O_0
28751,32048,TY,B3,B2,B4,0,0,0,O_0
28752,32049,TY,B3,B2,TY,0,0,explicit_train,O_3
28753,32050,TY,B3,B2,C1,0,0,0,O_0
28754,32051,TY,B3,B2,C2,0,0,0,O_0
28755,32052,TY,B3,B2,C3,0,0,0,O_0
28756,32053,TY,B3,B2,C4,0,0,0,O_0
28757,32054,TY,B3,B2,TZ,0,0,explicit_train,O_3
28758,32055,TY,B3,B3,A1,0,0,0,O_0
28759,32056,TY,B3,B3,A2,0,0,0,O_0
28760,32057,TY,B3,B3,A3,0,0,0,O_0
28761,32058,TY,B3,B3,A4,0,0,0,O_0
28762,32059,TY,B3,B3,TX,0,0,explicit_train,O_3
