id_trial,st_sample,st_comp1,st_comp2,st_comp3,sample_c1_subset,sample_c2_subset,sample_c3_subset,option_answer
18198,B1,B1,C4,A4,reflexivity,0,0,O_1
18199,B1,B1,C4,TX,reflexivity,0,0,O_1
18201,B1,B1,C4,B2,reflexivity,0,0,O_1
18202,B1,B1,C4,B3,reflexivity,0,0,O_1
18203,B1,B1,C4,B4,reflexivity,0,0,O_1
18204,B1,B1,C4,TY,reflexivity,0,0,O_1
18206,B1,B1,C4,C2,reflexivity,0,0,O_1
18207,B1,B1,C4,C3,reflexivity,0,0,O_1
18208,B1,B1,C4,C4,reflexivity,0,0,O_1
18209,B1,B1,C4,TZ,reflexivity,0,0,O_1
18211,B1,B1,TZ,A2,reflexivity,0,0,O_1
18212,B1,B1,TZ,A3,reflexivity,0,0,O_1
18213,B1,B1,TZ,A4,reflexivity,0,0,O_1
18214,B1,B1,TZ,TX,reflexivity,0,0,O_1
18216,B1,B1,TZ,B2,reflexivity,0,0,O_1
18217,B1,B1,TZ,B3,reflexivity,0,0,O_1
18218,B1,B1,TZ,B4,reflexivity,0,0,O_1
18219,B1,B1,TZ,TY,reflexivity,0,0,O_1
18221,B1,B1,TZ,C2,reflexivity,0,0,O_1
18222,B1,B1,TZ,C3,reflexivity,0,0,O_1
18223,B1,B1,TZ,C4,reflexivity,0,0,O_1
18224,B1,B1,TZ,TZ,reflexivity,0,0,O_1
18226,B1,B2,A1,A2,0,symmetry,0,O_2
18227,B1,B2,A1,A3,0,symmetry,0,O_2
18228,B1,B2,A1,A4,0,symmetry,0,O_2
18229,B1,B2,A1,TX,0,symmetry,0,O_2
18231,B1,B2,A1,B2,0,symmetry,0,O_2
18232,B1,B2,A1,B3,0,symmetry,0,O_2
18233,B1,B2,A1,B4,0,symmetry,0,O_2
18234,B1,B2,A1,TY,0,symmetry,0,O_2
18236,B1,B2,A1,C2,0,symmetry,0,O_2
18237,B1,B2,A1,C3,0,symmetry,0,O_2
18238,B1,B2,A1,C4,0,symmetry,0,O_2
18239,B1,B2,A1,TZ,0,symmetry,0,O_2
18240,B1,B2,A2,A1,0,0,symmetry,O_3
18241,B1,B2,A2,A2,0,0,0,O_0
18242,B1,B2,A2,A3,0,0,0,O_0
18243,B1,B2,A2,A4,0,0,0,O_0
18244,B1,B2,A2,TX,0,0,0,O_0
18245,B1,B2,A2,B1,0,0,reflexivity,O_3
18246,B1,B2,A2,B2,0,0,0,O_0
18247,B1,B2,A2,B3,0,0,0,O_0
18248,B1,B2,A2,B4,0,0,0,O_0
18249,B1,B2,A2,TY,0,0,0,O_0
18250,B1,B2,A2,C1,0,0,train,O_3
18251,B1,B2,A2,C2,0,0,0,O_0
18252,B1,B2,A2,C3,0,0,0,O_0
18253,B1,B2,A2,C4,0,0,0,O_0
18254,B1,B2,A2,TZ,0,0,0,O_0
18255,B1,B2,A3,A1,0,0,symmetry,O_3
18256,B1,B2,A3,A2,0,0,0,O_0
18257,B1,B2,A3,A3,0,0,0,O_0
18258,B1,B2,A3,A4,0,0,0,O_0
18259,B1,B2,A3,TX,0,0,0,O_0
18260,B1,B2,A3,B1,0,0,reflexivity,O_3
18261,B1,B2,A3,B2,0,0,0,O_0
18262,B1,B2,A3,B3,0,0,0,O_0
18263,B1,B2,A3,B4,0,0,0,O_0
18264,B1,B2,A3,TY,0,0,0,O_0
18265,B1,B2,A3,C1,0,0,train,O_3
18266,B1,B2,A3,C2,0,0,0,O_0
18267,B1,B2,A3,C3,0,0,0,O_0
18268,B1,B2,A3,C4,0,0,0,O_0
18269,B1,B2,A3,TZ,0,0,0,O_0
18270,B1,B2,A4,A1,0,0,symmetry,O_3
18271,B1,B2,A4,A2,0,0,0,O_0
18272,B1,B2,A4,A3,0,0,0,O_0
18273,B1,B2,A4,A4,0,0,0,O_0
18274,B1,B2,A4,TX,0,0,0,O_0
18275,B1,B2,A4,B1,0,0,reflexivity,O_3
18276,B1,B2,A4,B2,0,0,0,O_0
18277,B1,B2,A4,B3,0,0,0,O_0
18278,B1,B2,A4,B4,0,0,0,O_0
18279,B1,B2,A4,TY,0,0,0,O_0
18280,B1,B2,A4,C1,0,0,train,O_3
18281,B1,B2,A4,C2,0,0,0,O_0
18282,B1,B2,A4,C3,0,0,0,O_0
18283,B1,B2,A4,C4,0,0,0,O_0
18284,B1,B2,A4,TZ,0,0,0,O_0
18285,B1,B2,TX,A1,0,0,symmetry,O_3
18286,B1,B2,TX,A2,0,0,0,O_0
18287,B1,B2,TX,A3,0,0,0,O_0
18288,B1,B2,TX,A4,0,0,0,O_0
18289,B1,B2,TX,TX,0,0,0,O_0
18290,B1,B2,TX,B1,0,0,reflexivity,O_3
18291,B1,B2,TX,B2,0,0,0,O_0
18292,B1,B2,TX,B3,0,0,0,O_0
18293,B1,B2,TX,B4,0,0,0,O_0
18294,B1,B2,TX,TY,0,0,0,O_0
18295,B1,B2,TX,C1,0,0,train,O_3
18296,B1,B2,TX,C2,0,0,0,O_0
18297,B1,B2,TX,C3,0,0,0,O_0
18298,B1,B2,TX,C4,0,0,0,O_0
18299,B1,B2,TX,TZ,0,0,0,O_0
18301,B1,B2,B1,A2,0,reflexivity,0,O_2
18302,B1,B2,B1,A3,0,reflexivity,0,O_2
18303,B1,B2,B1,A4,0,reflexivity,0,O_2
18304,B1,B2,B1,TX,0,reflexivity,0,O_2
18306,B1,B2,B1,B2,0,reflexivity,0,O_2
18307,B1,B2,B1,B3,0,reflexivity,0,O_2
18308,B1,B2,B1,B4,0,reflexivity,0,O_2
18309,B1,B2,B1,TY,0,reflexivity,0,O_2
18311,B1,B2,B1,C2,0,reflexivity,0,O_2
18312,B1,B2,B1,C3,0,reflexivity,0,O_2
18313,B1,B2,B1,C4,0,reflexivity,0,O_2
18314,B1,B2,B1,TZ,0,reflexivity,0,O_2
18315,B1,B2,B2,A1,0,0,symmetry,O_3
18316,B1,B2,B2,A2,0,0,0,O_0
18317,B1,B2,B2,A3,0,0,0,O_0
18318,B1,B2,B2,A4,0,0,0,O_0
18319,B1,B2,B2,TX,0,0,0,O_0
18320,B1,B2,B2,B1,0,0,reflexivity,O_3
18321,B1,B2,B2,B2,0,0,0,O_0
18322,B1,B2,B2,B3,0,0,0,O_0
18323,B1,B2,B2,B4,0,0,0,O_0
18324,B1,B2,B2,TY,0,0,0,O_0
18325,B1,B2,B2,C1,0,0,train,O_3
18326,B1,B2,B2,C2,0,0,0,O_0
18327,B1,B2,B2,C3,0,0,0,O_0
18328,B1,B2,B2,C4,0,0,0,O_0
18329,B1,B2,B2,TZ,0,0,0,O_0
18330,B1,B2,B3,A1,0,0,symmetry,O_3
18331,B1,B2,B3,A2,0,0,0,O_0
18332,B1,B2,B3,A3,0,0,0,O_0
18333,B1,B2,B3,A4,0,0,0,O_0
18334,B1,B2,B3,TX,0,0,0,O_0
18335,B1,B2,B3,B1,0,0,reflexivity,O_3
18336,B1,B2,B3,B2,0,0,0,O_0
18337,B1,B2,B3,B3,0,0,0,O_0
18338,B1,B2,B3,B4,0,0,0,O_0
18339,B1,B2,B3,TY,0,0,0,O_0
18340,B1,B2,B3,C1,0,0,train,O_3
18341,B1,B2,B3,C2,0,0,0,O_0
18342,B1,B2,B3,C3,0,0,0,O_0
18343,B1,B2,B3,C4,0,0,0,O_0
18344,B1,B2,B3,TZ,0,0,0,O_0
18345,B1,B2,B4,A1,0,0,symmetry,O_3
18346,B1,B2,B4,A2,0,0,0,O_0
18347,B1,B2,B4,A3,0,0,0,O_0
18348,B1,B2,B4,A4,0,0,0,O_0
18349,B1,B2,B4,TX,0,0,0,O_0
18350,B1,B2,B4,B1,0,0,reflexivity,O_3
18351,B1,B2,B4,B2,0,0,0,O_0
18352,B1,B2,B4,B3,0,0,0,O_0
18353,B1,B2,B4,B4,0,0,0,O_0
18354,B1,B2,B4,TY,0,0,0,O_0
18355,B1,B2,B4,C1,0,0,train,O_3
18356,B1,B2,B4,C2,0,0,0,O_0
18357,B1,B2,B4,C3,0,0,0,O_0
18358,B1,B2,B4,C4,0,0,0,O_0
18359,B1,B2,B4,TZ,0,0,0,O_0
18360,B1,B2,TY,A1,0,0,symmetry,O_3
18361,B1,B2,TY,A2,0,0,0,O_0
18362,B1,B2,TY,A3,0,0,0,O_0
18363,B1,B2,TY,A4,0,0,0,O_0
18364,B1,B2,TY,TX,0,0,0,O_0
18365,B1,B2,TY,B1,0,0,reflexivity,O_3
18366,B1,B2,TY,B2,0,0,0,O_0
18367,B1,B2,TY,B3,0,0,0,O_0
18368,B1,B2,TY,B4,0,0,0,O_0
18369,B1,B2,TY,TY,0,0,0,O_0
18370,B1,B2,TY,C1,0,0,train,O_3
18371,B1,B2,TY,C2,0,0,0,O_0
18372,B1,B2,TY,C3,0,0,0,O_0
18373,B1,B2,TY,C4,0,0,0,O_0
18374,B1,B2,TY,TZ,0,0,0,O_0
18376,B1,B2,C1,A2,0,train,0,O_2
18377,B1,B2,C1,A3,0,train,0,O_2
18378,B1,B2,C1,A4,0,train,0,O_2
18379,B1,B2,C1,TX,0,train,0,O_2
18381,B1,B2,C1,B2,0,train,0,O_2
18382,B1,B2,C1,B3,0,train,0,O_2
18383,B1,B2,C1,B4,0,train,0,O_2
18384,B1,B2,C1,TY,0,train,0,O_2
18386,B1,B2,C1,C2,0,train,0,O_2
18387,B1,B2,C1,C3,0,train,0,O_2
18388,B1,B2,C1,C4,0,train,0,O_2
18389,B1,B2,C1,TZ,0,train,0,O_2
18390,B1,B2,C2,A1,0,0,symmetry,O_3
18391,B1,B2,C2,A2,0,0,0,O_0
18392,B1,B2,C2,A3,0,0,0,O_0
18393,B1,B2,C2,A4,0,0,0,O_0
18394,B1,B2,C2,TX,0,0,0,O_0
18395,B1,B2,C2,B1,0,0,reflexivity,O_3
18396,B1,B2,C2,B2,0,0,0,O_0
18397,B1,B2,C2,B3,0,0,0,O_0
18398,B1,B2,C2,B4,0,0,0,O_0
18399,B1,B2,C2,TY,0,0,0,O_0
18400,B1,B2,C2,C1,0,0,train,O_3
18401,B1,B2,C2,C2,0,0,0,O_0
18402,B1,B2,C2,C3,0,0,0,O_0
18403,B1,B2,C2,C4,0,0,0,O_0
18404,B1,B2,C2,TZ,0,0,0,O_0
18405,B1,B2,C3,A1,0,0,symmetry,O_3
18406,B1,B2,C3,A2,0,0,0,O_0
18407,B1,B2,C3,A3,0,0,0,O_0
18408,B1,B2,C3,A4,0,0,0,O_0
18409,B1,B2,C3,TX,0,0,0,O_0
18410,B1,B2,C3,B1,0,0,reflexivity,O_3
18411,B1,B2,C3,B2,0,0,0,O_0
18412,B1,B2,C3,B3,0,0,0,O_0
18413,B1,B2,C3,B4,0,0,0,O_0
18414,B1,B2,C3,TY,0,0,0,O_0
18415,B1,B2,C3,C1,0,0,train,O_3
18416,B1,B2,C3,C2,0,0,0,O_0
18417,B1,B2,C3,C3,0,0,0,O_0
18418,B1,B2,C3,C4,0,0,0,O_0
18419,B1,B2,C3,TZ,0,0,0,O_0
18420,B1,B2,C4,A1,0,0,symmetry,O_3
18421,B1,B2,C4,A2,0,0,0,O_0
18422,B1,B2,C4,A3,0,0,0,O_0
18423,B1,B2,C4,A4,0,0,0,O_0
18424,B1,B2,C4,TX,0,0,0,O_0
18425,B1,B2,C4,B1,0,0,reflexivity,O_3
18426,B1,B2,C4,B2,0,0,0,O_0
18427,B1,B2,C4,B3,0,0,0,O_0
18428,B1,B2,C4,B4,0,0,0,O_0
18429,B1,B2,C4,TY,0,0,0,O_0
18430,B1,B2,C4,C1,0,0,train,O_3
18431,B1,B2,C4,C2,0,0,0,O_0
18432,B1,B2,C4,C3,0,0,0,O_0
18433,B1,B2,C4,C4,0,0,0,O_0
18434,B1,B2,C4,TZ,0,0,0,O_0
18435,B1,B2,TZ,A1,0,0,symmetry,O_3
18436,B1,B2,TZ,A2,0,0,0,O_0
18437,B1,B2,TZ,A3,0,0,0,O_0
18438,B1,B2,TZ,A4,0,0,0,O_0
18439,B1,B2,TZ,TX,0,0,0,O_0
18440,B1,B2,TZ,B1,0,0,reflexivity,O_3
18441,B1,B2,TZ,B2,0,0,0,O_0
18442,B1,B2,TZ,B3,0,0,0,O_0
18443,B1,B2,TZ,B4,0,0,0,O_0
18444,B1,B2,TZ,TY,0,0,0,O_0
18445,B1,B2,TZ,C1,0,0,train,O_3
18446,B1,B2,TZ,C2,0,0,0,O_0
18447,B1,B2,TZ,C3,0,0,0,O_0
18448,B1,B2,TZ,C4,0,0,0,O_0
18449,B1,B2,TZ,TZ,0,0,0,O_0
18451,B1,B3,A1,A2,0,symmetry,0,O_2
18452,B1,B3,A1,A3,0,symmetry,0,O_2
18453,B1,B3,A1,A4,0,symmetry,0,O_2
18454,B1,B3,A1,TX,0,symmetry,0,O_2
18456,B1,B3,A1,B2,0,symmetry,0,O_2
18457,B1,B3,A1,B3,0,symmetry,0,O_2
18458,B1,B3,A1,B4,0,symmetry,0,O_2
18459,B1,B3,A1,TY,0,symmetry,0,O_2
18461,B1,B3,A1,C2,0,symmetry,0,O_2
18462,B1,B3,A1,C3,0,symmetry,0,O_2
18463,B1,B3,A1,C4,0,symmetry,0,O_2
18464,B1,B3,A1,TZ,0,symmetry,0,O_2
18465,B1,B3,A2,A1,0,0,symmetry,O_3
18466,B1,B3,A2,A2,0,0,0,O_0
18467,B1,B3,A2,A3,0,0,0,O_0
18468,B1,B3,A2,A4,0,0,0,O_0
18469,B1,B3,A2,TX,0,0,0,O_0
18470,B1,B3,A2,B1,0,0,reflexivity,O_3
18471,B1,B3,A2,B2,0,0,0,O_0
18472,B1,B3,A2,B3,0,0,0,O_0
18473,B1,B3,A2,B4,0,0,0,O_0
18474,B1,B3,A2,TY,0,0,0,O_0
18475,B1,B3,A2,C1,0,0,train,O_3
18476,B1,B3,A2,C2,0,0,0,O_0
18477,B1,B3,A2,C3,0,0,0,O_0
18478,B1,B3,A2,C4,0,0,0,O_0
18479,B1,B3,A2,TZ,0,0,0,O_0
18480,B1,B3,A3,A1,0,0,symmetry,O_3
18481,B1,B3,A3,A2,0,0,0,O_0
18482,B1,B3,A3,A3,0,0,0,O_0
18483,B1,B3,A3,A4,0,0,0,O_0
18484,B1,B3,A3,TX,0,0,0,O_0
18485,B1,B3,A3,B1,0,0,reflexivity,O_3
18486,B1,B3,A3,B2,0,0,0,O_0
18487,B1,B3,A3,B3,0,0,0,O_0
18488,B1,B3,A3,B4,0,0,0,O_0
18489,B1,B3,A3,TY,0,0,0,O_0
18490,B1,B3,A3,C1,0,0,train,O_3
18491,B1,B3,A3,C2,0,0,0,O_0
18492,B1,B3,A3,C3,0,0,0,O_0
18493,B1,B3,A3,C4,0,0,0,O_0
18494,B1,B3,A3,TZ,0,0,0,O_0
18495,B1,B3,A4,A1,0,0,symmetry,O_3
18496,B1,B3,A4,A2,0,0,0,O_0
18497,B1,B3,A4,A3,0,0,0,O_0
18498,B1,B3,A4,A4,0,0,0,O_0
18499,B1,B3,A4,TX,0,0,0,O_0
18500,B1,B3,A4,B1,0,0,reflexivity,O_3
18501,B1,B3,A4,B2,0,0,0,O_0
18502,B1,B3,A4,B3,0,0,0,O_0
18503,B1,B3,A4,B4,0,0,0,O_0
18504,B1,B3,A4,TY,0,0,0,O_0
18505,B1,B3,A4,C1,0,0,train,O_3
18506,B1,B3,A4,C2,0,0,0,O_0
18507,B1,B3,A4,C3,0,0,0,O_0
18508,B1,B3,A4,C4,0,0,0,O_0
18509,B1,B3,A4,TZ,0,0,0,O_0
18510,B1,B3,TX,A1,0,0,symmetry,O_3
18511,B1,B3,TX,A2,0,0,0,O_0
18512,B1,B3,TX,A3,0,0,0,O_0
18513,B1,B3,TX,A4,0,0,0,O_0
18514,B1,B3,TX,TX,0,0,0,O_0
18515,B1,B3,TX,B1,0,0,reflexivity,O_3
18516,B1,B3,TX,B2,0,0,0,O_0
18517,B1,B3,TX,B3,0,0,0,O_0
18518,B1,B3,TX,B4,0,0,0,O_0
18519,B1,B3,TX,TY,0,0,0,O_0
18520,B1,B3,TX,C1,0,0,train,O_3
18521,B1,B3,TX,C2,0,0,0,O_0
18522,B1,B3,TX,C3,0,0,0,O_0
18523,B1,B3,TX,C4,0,0,0,O_0
18524,B1,B3,TX,TZ,0,0,0,O_0
18526,B1,B3,B1,A2,0,reflexivity,0,O_2
18527,B1,B3,B1,A3,0,reflexivity,0,O_2
18528,B1,B3,B1,A4,0,reflexivity,0,O_2
18529,B1,B3,B1,TX,0,reflexivity,0,O_2
18531,B1,B3,B1,B2,0,reflexivity,0,O_2
18532,B1,B3,B1,B3,0,reflexivity,0,O_2
18533,B1,B3,B1,B4,0,reflexivity,0,O_2
18534,B1,B3,B1,TY,0,reflexivity,0,O_2
18536,B1,B3,B1,C2,0,reflexivity,0,O_2
18537,B1,B3,B1,C3,0,reflexivity,0,O_2
18538,B1,B3,B1,C4,0,reflexivity,0,O_2
18539,B1,B3,B1,TZ,0,reflexivity,0,O_2
18540,B1,B3,B2,A1,0,0,symmetry,O_3
18541,B1,B3,B2,A2,0,0,0,O_0
18542,B1,B3,B2,A3,0,0,0,O_0
18543,B1,B3,B2,A4,0,0,0,O_0
18544,B1,B3,B2,TX,0,0,0,O_0
18545,B1,B3,B2,B1,0,0,reflexivity,O_3
18546,B1,B3,B2,B2,0,0,0,O_0
18547,B1,B3,B2,B3,0,0,0,O_0
18548,B1,B3,B2,B4,0,0,0,O_0
18549,B1,B3,B2,TY,0,0,0,O_0
18550,B1,B3,B2,C1,0,0,train,O_3
18551,B1,B3,B2,C2,0,0,0,O_0
18552,B1,B3,B2,C3,0,0,0,O_0
18553,B1,B3,B2,C4,0,0,0,O_0
18554,B1,B3,B2,TZ,0,0,0,O_0
18555,B1,B3,B3,A1,0,0,symmetry,O_3
18556,B1,B3,B3,A2,0,0,0,O_0
18557,B1,B3,B3,A3,0,0,0,O_0
18558,B1,B3,B3,A4,0,0,0,O_0
18559,B1,B3,B3,TX,0,0,0,O_0
18560,B1,B3,B3,B1,0,0,reflexivity,O_3
18561,B1,B3,B3,B2,0,0,0,O_0
18562,B1,B3,B3,B3,0,0,0,O_0
18563,B1,B3,B3,B4,0,0,0,O_0
18564,B1,B3,B3,TY,0,0,0,O_0
18565,B1,B3,B3,C1,0,0,train,O_3
18566,B1,B3,B3,C2,0,0,0,O_0
18567,B1,B3,B3,C3,0,0,0,O_0
18568,B1,B3,B3,C4,0,0,0,O_0
18569,B1,B3,B3,TZ,0,0,0,O_0
18570,B1,B3,B4,A1,0,0,symmetry,O_3
18571,B1,B3,B4,A2,0,0,0,O_0
18572,B1,B3,B4,A3,0,0,0,O_0
18573,B1,B3,B4,A4,0,0,0,O_0
18574,B1,B3,B4,TX,0,0,0,O_0
18575,B1,B3,B4,B1,0,0,reflexivity,O_3
18576,B1,B3,B4,B2,0,0,0,O_0
18577,B1,B3,B4,B3,0,0,0,O_0
18578,B1,B3,B4,B4,0,0,0,O_0
18579,B1,B3,B4,TY,0,0,0,O_0
18580,B1,B3,B4,C1,0,0,train,O_3
18581,B1,B3,B4,C2,0,0,0,O_0
18582,B1,B3,B4,C3,0,0,0,O_0
18583,B1,B3,B4,C4,0,0,0,O_0
18584,B1,B3,B4,TZ,0,0,0,O_0
18585,B1,B3,TY,A1,0,0,symmetry,O_3
18586,B1,B3,TY,A2,0,0,0,O_0
18587,B1,B3,TY,A3,0,0,0,O_0
18588,B1,B3,TY,A4,0,0,0,O_0
18589,B1,B3,TY,TX,0,0,0,O_0
18590,B1,B3,TY,B1,0,0,reflexivity,O_3
18591,B1,B3,TY,B2,0,0,0,O_0
18592,B1,B3,TY,B3,0,0,0,O_0
18593,B1,B3,TY,B4,0,0,0,O_0
18594,B1,B3,TY,TY,0,0,0,O_0
18595,B1,B3,TY,C1,0,0,train,O_3
18596,B1,B3,TY,C2,0,0,0,O_0
18597,B1,B3,TY,C3,0,0,0,O_0
18598,B1,B3,TY,C4,0,0,0,O_0
18599,B1,B3,TY,TZ,0,0,0,O_0
18601,B1,B3,C1,A2,0,train,0,O_2
18602,B1,B3,C1,A3,0,train,0,O_2
18603,B1,B3,C1,A4,0,train,0,O_2
18604,B1,B3,C1,TX,0,train,0,O_2
18606,B1,B3,C1,B2,0,train,0,O_2
18607,B1,B3,C1,B3,0,train,0,O_2
18608,B1,B3,C1,B4,0,train,0,O_2
18609,B1,B3,C1,TY,0,train,0,O_2
18611,B1,B3,C1,C2,0,train,0,O_2
18612,B1,B3,C1,C3,0,train,0,O_2
18613,B1,B3,C1,C4,0,train,0,O_2
18614,B1,B3,C1,TZ,0,train,0,O_2
18615,B1,B3,C2,A1,0,0,symmetry,O_3
18616,B1,B3,C2,A2,0,0,0,O_0
18617,B1,B3,C2,A3,0,0,0,O_0
18618,B1,B3,C2,A4,0,0,0,O_0
18619,B1,B3,C2,TX,0,0,0,O_0
18620,B1,B3,C2,B1,0,0,reflexivity,O_3
18621,B1,B3,C2,B2,0,0,0,O_0
18622,B1,B3,C2,B3,0,0,0,O_0
18623,B1,B3,C2,B4,0,0,0,O_0
18624,B1,B3,C2,TY,0,0,0,O_0
18625,B1,B3,C2,C1,0,0,train,O_3
18626,B1,B3,C2,C2,0,0,0,O_0
18627,B1,B3,C2,C3,0,0,0,O_0
18628,B1,B3,C2,C4,0,0,0,O_0
18629,B1,B3,C2,TZ,0,0,0,O_0
18630,B1,B3,C3,A1,0,0,symmetry,O_3
18631,B1,B3,C3,A2,0,0,0,O_0
18632,B1,B3,C3,A3,0,0,0,O_0
18633,B1,B3,C3,A4,0,0,0,O_0
18634,B1,B3,C3,TX,0,0,0,O_0
18635,B1,B3,C3,B1,0,0,reflexivity,O_3
18636,B1,B3,C3,B2,0,0,0,O_0
18637,B1,B3,C3,B3,0,0,0,O_0
18638,B1,B3,C3,B4,0,0,0,O_0
18639,B1,B3,C3,TY,0,0,0,O_0
18640,B1,B3,C3,C1,0,0,train,O_3
18641,B1,B3,C3,C2,0,0,0,O_0
18642,B1,B3,C3,C3,0,0,0,O_0
18643,B1,B3,C3,C4,0,0,0,O_0
18644,B1,B3,C3,TZ,0,0,0,O_0
18645,B1,B3,C4,A1,0,0,symmetry,O_3
18646,B1,B3,C4,A2,0,0,0,O_0
18647,B1,B3,C4,A3,0,0,0,O_0
18648,B1,B3,C4,A4,0,0,0,O_0
18649,B1,B3,C4,TX,0,0,0,O_0
18650,B1,B3,C4,B1,0,0,reflexivity,O_3
18651,B1,B3,C4,B2,0,0,0,O_0
18652,B1,B3,C4,B3,0,0,0,O_0
18653,B1,B3,C4,B4,0,0,0,O_0
18654,B1,B3,C4,TY,0,0,0,O_0
18655,B1,B3,C4,C1,0,0,train,O_3
18656,B1,B3,C4,C2,0,0,0,O_0
18657,B1,B3,C4,C3,0,0,0,O_0
18658,B1,B3,C4,C4,0,0,0,O_0
18659,B1,B3,C4,TZ,0,0,0,O_0
18660,B1,B3,TZ,A1,0,0,symmetry,O_3
18661,B1,B3,TZ,A2,0,0,0,O_0
18662,B1,B3,TZ,A3,0,0,0,O_0
18663,B1,B3,TZ,A4,0,0,0,O_0
18664,B1,B3,TZ,TX,0,0,0,O_0
18665,B1,B3,TZ,B1,0,0,reflexivity,O_3
18666,B1,B3,TZ,B2,0,0,0,O_0
18667,B1,B3,TZ,B3,0,0,0,O_0
18668,B1,B3,TZ,B4,0,0,0,O_0
18669,B1,B3,TZ,TY,0,0,0,O_0
18670,B1,B3,TZ,C1,0,0,train,O_3
18671,B1,B3,TZ,C2,0,0,0,O_0
18672,B1,B3,TZ,C3,0,0,0,O_0
18673,B1,B3,TZ,C4,0,0,0,O_0
18674,B1,B3,TZ,TZ,0,0,0,O_0
18676,B1,B4,A1,A2,0,symmetry,0,O_2
18677,B1,B4,A1,A3,0,symmetry,0,O_2
18678,B1,B4,A1,A4,0,symmetry,0,O_2
18679,B1,B4,A1,TX,0,symmetry,0,O_2
18681,B1,B4,A1,B2,0,symmetry,0,O_2
18682,B1,B4,A1,B3,0,symmetry,0,O_2
18683,B1,B4,A1,B4,0,symmetry,0,O_2
18684,B1,B4,A1,TY,0,symmetry,0,O_2
18686,B1,B4,A1,C2,0,symmetry,0,O_2
18687,B1,B4,A1,C3,0,symmetry,0,O_2
18688,B1,B4,A1,C4,0,symmetry,0,O_2
18689,B1,B4,A1,TZ,0,symmetry,0,O_2
18690,B1,B4,A2,A1,0,0,symmetry,O_3
18691,B1,B4,A2,A2,0,0,0,O_0
18692,B1,B4,A2,A3,0,0,0,O_0
18693,B1,B4,A2,A4,0,0,0,O_0
18694,B1,B4,A2,TX,0,0,0,O_0
18695,B1,B4,A2,B1,0,0,reflexivity,O_3
18696,B1,B4,A2,B2,0,0,0,O_0
18697,B1,B4,A2,B3,0,0,0,O_0
18698,B1,B4,A2,B4,0,0,0,O_0
18699,B1,B4,A2,TY,0,0,0,O_0
18700,B1,B4,A2,C1,0,0,train,O_3
18701,B1,B4,A2,C2,0,0,0,O_0
18702,B1,B4,A2,C3,0,0,0,O_0
18703,B1,B4,A2,C4,0,0,0,O_0
18704,B1,B4,A2,TZ,0,0,0,O_0
18705,B1,B4,A3,A1,0,0,symmetry,O_3
18706,B1,B4,A3,A2,0,0,0,O_0
18707,B1,B4,A3,A3,0,0,0,O_0
18708,B1,B4,A3,A4,0,0,0,O_0
18709,B1,B4,A3,TX,0,0,0,O_0
18710,B1,B4,A3,B1,0,0,reflexivity,O_3
18711,B1,B4,A3,B2,0,0,0,O_0
18712,B1,B4,A3,B3,0,0,0,O_0
18713,B1,B4,A3,B4,0,0,0,O_0
18714,B1,B4,A3,TY,0,0,0,O_0
18715,B1,B4,A3,C1,0,0,train,O_3
18716,B1,B4,A3,C2,0,0,0,O_0
18717,B1,B4,A3,C3,0,0,0,O_0
18718,B1,B4,A3,C4,0,0,0,O_0
18719,B1,B4,A3,TZ,0,0,0,O_0
18720,B1,B4,A4,A1,0,0,symmetry,O_3
18721,B1,B4,A4,A2,0,0,0,O_0
18722,B1,B4,A4,A3,0,0,0,O_0
18723,B1,B4,A4,A4,0,0,0,O_0
18724,B1,B4,A4,TX,0,0,0,O_0
18725,B1,B4,A4,B1,0,0,reflexivity,O_3
18726,B1,B4,A4,B2,0,0,0,O_0
18727,B1,B4,A4,B3,0,0,0,O_0
18728,B1,B4,A4,B4,0,0,0,O_0
18729,B1,B4,A4,TY,0,0,0,O_0
18730,B1,B4,A4,C1,0,0,train,O_3
18731,B1,B4,A4,C2,0,0,0,O_0
18732,B1,B4,A4,C3,0,0,0,O_0
18733,B1,B4,A4,C4,0,0,0,O_0
18734,B1,B4,A4,TZ,0,0,0,O_0
18735,B1,B4,TX,A1,0,0,symmetry,O_3
18736,B1,B4,TX,A2,0,0,0,O_0
18737,B1,B4,TX,A3,0,0,0,O_0
18738,B1,B4,TX,A4,0,0,0,O_0
18739,B1,B4,TX,TX,0,0,0,O_0
18740,B1,B4,TX,B1,0,0,reflexivity,O_3
18741,B1,B4,TX,B2,0,0,0,O_0
18742,B1,B4,TX,B3,0,0,0,O_0
18743,B1,B4,TX,B4,0,0,0,O_0
18744,B1,B4,TX,TY,0,0,0,O_0
18745,B1,B4,TX,C1,0,0,train,O_3
18746,B1,B4,TX,C2,0,0,0,O_0
18747,B1,B4,TX,C3,0,0,0,O_0
18748,B1,B4,TX,C4,0,0,0,O_0
18749,B1,B4,TX,TZ,0,0,0,O_0
18751,B1,B4,B1,A2,0,reflexivity,0,O_2
18752,B1,B4,B1,A3,0,reflexivity,0,O_2
18753,B1,B4,B1,A4,0,reflexivity,0,O_2
18754,B1,B4,B1,TX,0,reflexivity,0,O_2
18756,B1,B4,B1,B2,0,reflexivity,0,O_2
18757,B1,B4,B1,B3,0,reflexivity,0,O_2
18758,B1,B4,B1,B4,0,reflexivity,0,O_2
